Region,Market,Store,Trade Date,Fiscal Period,Model,Line Of Business,Day Category,Revenue ,Units Sold ,Transaction Category
North East,Borno,Askira/Uba,5-Apr-14,2015-01,3002P,Service Plan,WorkDay,20534160,91,High
North East,Borno,Askira/Uba,6-Apr-14,2015-01,3002P,Parts,WorkDay,3438000,18,Low
North East,Borno,Askira/Uba,9-Apr-14,2015-01,3002P,Parts,WorkDay,24600,59,High
North East,Borno,Askira/Uba,13-Apr-14,2015-01,5001C,Parts,WorkDay,22440,21,Medium
North East,Borno,Askira/Uba,17-Apr-14,2015-01,2500C,Copier Sale,WorkDay,3977400,8,Low
North East,Borno,Askira/Uba,18-Apr-14,2015-01,3002C,Parts,Public Holiday,124920,12,Low
North East,Borno,Askira/Uba,19-Apr-14,2015-01,5001C,Service Plan,Observance,788280,5,Low
North East,Borno,Askira/Uba,22-Apr-14,2015-01,5001P,Parts,WorkDay,136440,51,High
North East,Borno,Askira/Uba,26-Apr-14,2015-01,3002C,Service Plan,WorkDay,4535640,17,Low
North East,Borno,Askira/Uba,30-Apr-14,2015-01,2500P,Printer Sale,WorkDay,9591000,17,Low
North East,Borno,Askira/Uba,30-Apr-14,2015-01,4055T,Parts,WorkDay,976320,21,Medium
North East,Borno,Bama,4-Apr-14,2015-01,5001C,Parts,WorkDay,96360,48,Medium
North East,Borno,Bama,5-Apr-14,2015-01,5001C,Service Plan,WorkDay,824520,5,Low
North East,Borno,Bama,9-Apr-14,2015-01,2500C,Copier Sale,WorkDay,6575520,20,Low
North East,Borno,Bama,10-Apr-14,2015-01,3002C,Service Plan,WorkDay,2746200,13,Low
North East,Borno,Bama,12-Apr-14,2015-01,4055T,Parts,WorkDay,556800,46,Medium
North East,Borno,Bama,17-Apr-14,2015-01,3002P,Parts,WorkDay,1201200,33,Medium
North East,Borno,Bama,22-Apr-14,2015-01,3002P,Service Plan,WorkDay,13814520,37,Medium
North East,Borno,Bama,23-Apr-14,2015-01,5001P,Service Plan,WorkDay,659640,3,Low
North East,Borno,Bama,28-Apr-14,2015-01,4500C,Service Plan,WorkDay,8161200,37,Medium
North East,Borno,Bama,29-Apr-14,2015-01,2500P,Printer Sale,WorkDay,2429520,4,Low
North East,Borno,Bama,30-Apr-14,2015-01,3002C,Parts,WorkDay,394800,67,High
North East,Borno,Bayo,2-Apr-14,2015-01,3002C,Parts,WorkDay,132720,56,High
North East,Borno,Bayo,2-Apr-14,2015-01,5001C,Service Plan,WorkDay,138480,29,Medium
North East,Borno,Bayo,4-Apr-14,2015-01,4500C,Service Plan,WorkDay,2189880,16,Low
North East,Borno,Bayo,9-Apr-14,2015-01,2500P,Printer Sale,WorkDay,2906040,4,Low
North East,Borno,Bayo,11-Apr-14,2015-01,4055T,Parts,WorkDay,43200,15,Low
North East,Borno,Bayo,13-Apr-14,2015-01,2500C,Copier Sale,WorkDay,374400,1,Low
North East,Borno,Bayo,16-Apr-14,2015-01,3002P,Service Plan,WorkDay,4707360,19,Low
North East,Borno,Bayo,22-Apr-14,2015-01,3002P,Parts,WorkDay,340200,28,Medium
North East,Borno,Bayo,23-Apr-14,2015-01,3002C,Service Plan,WorkDay,1120200,5,Low
North East,Borno,Bayo,24-Apr-14,2015-01,5001C,Parts,WorkDay,19440,50,Medium
North East,Borno,Bayo,30-Apr-14,2015-01,5001C,Parts,WorkDay,5640,52,High
North East,Borno,Bayo,30-Apr-14,2015-01,5001P,Service Plan,WorkDay,216720,2,Low
North East,Borno,Biu,7-Apr-14,2015-01,5001P,Service Plan,WorkDay,727800,3,Low
North East,Borno,Biu,12-Apr-14,2015-01,5001C,Parts,WorkDay,27000,48,Medium
North East,Borno,Biu,21-Apr-14,2015-01,3002C,Parts,Public Holiday,69600,36,Medium
North East,Borno,Biu,23-Apr-14,2015-01,3002P,Service Plan,WorkDay,7779840,29,Medium
North East,Borno,Biu,23-Apr-14,2015-01,5001C,Service Plan,WorkDay,207120,1,Low
North East,Borno,Biu,25-Apr-14,2015-01,3002P,Parts,WorkDay,870360,24,Medium
North East,Borno,Biu,28-Apr-14,2015-01,2500P,Printer Sale,WorkDay,4867200,10,Low
North East,Borno,Biu,28-Apr-14,2015-01,4055T,Parts,WorkDay,87600,46,Medium
North East,Borno,Biu,29-Apr-14,2015-01,4500C,Service Plan,WorkDay,3133440,13,Low
North East,Borno,Biu,30-Apr-14,2015-01,3002C,Service Plan,WorkDay,1880520,11,Low
North East,Gombe,Akko,1-Apr-14,2015-01,5001C,Service Plan,WorkDay,254040,1,Low
North East,Gombe,Akko,5-Apr-14,2015-01,5001P,Service Plan,WorkDay,190680,51,High
North East,Gombe,Akko,6-Apr-14,2015-01,4500C,Service Plan,WorkDay,8135760,45,Medium
North East,Gombe,Akko,9-Apr-14,2015-01,5001C,Parts,WorkDay,189720,29,Medium
North East,Gombe,Akko,14-Apr-14,2015-01,2500P,Printer Sale,WorkDay,3813240,6,Low
North East,Gombe,Akko,15-Apr-14,2015-01,5001C,Parts,WorkDay,80640,59,High
North East,Gombe,Akko,16-Apr-14,2015-01,5001P,Parts,WorkDay,136680,34,Medium
North East,Gombe,Akko,20-Apr-14,2015-01,2500C,Copier Sale,Public Holiday,4772640,16,Low
North East,Gombe,Akko,20-Apr-14,2015-01,4500P,Service Plan,Public Holiday,3741720,13,Low
North East,Gombe,Akko,25-Apr-14,2015-01,4055T,Parts,WorkDay,250200,44,Medium
North East,Gombe,Akko,27-Apr-14,2015-01,3002C,Parts,WorkDay,34680,59,High
North East,Gombe,Akko,30-Apr-14,2015-01,3002C,Parts,WorkDay,92880,13,Low
North East,Gombe,Akko,30-Apr-14,2015-01,3002C,Service Plan,WorkDay,1552560,7,Low
North East,Gombe,Akko,30-Apr-14,2015-01,3002P,Parts,WorkDay,850080,58,High
North East,Gombe,Akko,30-Apr-14,2015-01,3002P,Service Plan,WorkDay,5687520,21,Medium
North East,Gombe,Balanga,1-Apr-14,2015-01,4500C,Service Plan,WorkDay,15075120,65,High
North East,Gombe,Balanga,3-Apr-14,2015-01,3002C,Service Plan,WorkDay,4660920,19,Low
North East,Gombe,Balanga,4-Apr-14,2015-01,3002C,Parts,WorkDay,180000,47,Medium
North East,Gombe,Balanga,4-Apr-14,2015-01,3002P,Parts,WorkDay,1758720,30,Medium
North East,Gombe,Balanga,4-Apr-14,2015-01,4500P,Service Plan,WorkDay,5160,55,High
North East,Gombe,Balanga,5-Apr-14,2015-01,5001P,Parts,WorkDay,391320,27,Medium
North East,Gombe,Balanga,6-Apr-14,2015-01,2500P,Printer Sale,WorkDay,7193160,11,Low
North East,Gombe,Balanga,7-Apr-14,2015-01,5001C,Parts,WorkDay,531120,43,Medium
North East,Gombe,Balanga,8-Apr-14,2015-01,3002C,Parts,WorkDay,690000,50,Medium
North East,Gombe,Balanga,11-Apr-14,2015-01,3002P,Parts,WorkDay,382080,11,Low
North East,Gombe,Balanga,11-Apr-14,2015-01,5001P,Service Plan,WorkDay,1428000,4,Low
North East,Gombe,Balanga,15-Apr-14,2015-01,4055T,Parts,WorkDay,1473480,31,Medium
North East,Gombe,Balanga,16-Apr-14,2015-01,5001C,Service Plan,WorkDay,612120,4,Low
North East,Gombe,Balanga,17-Apr-14,2015-01,3002P,Service Plan,WorkDay,10327560,33,Medium
North East,Gombe,Balanga,30-Apr-14,2015-01,2500C,Copier Sale,WorkDay,2710920,5,Low
North East,Gombe,Billiri,4-Apr-14,2015-01,3002P,Parts,WorkDay,105240,49,Medium
North East,Gombe,Billiri,6-Apr-14,2015-01,3002P,Service Plan,WorkDay,10035360,36,Medium
North East,Gombe,Billiri,8-Apr-14,2015-01,2500P,Printer Sale,WorkDay,3226200,5,Low
North East,Gombe,Billiri,16-Apr-14,2015-01,5001C,Parts,WorkDay,81360,57,High
North East,Gombe,Billiri,22-Apr-14,2015-01,3002P,Parts,WorkDay,4556520,45,Medium
North East,Gombe,Billiri,22-Apr-14,2015-01,5001P,Service Plan,WorkDay,743880,3,Low
North East,Gombe,Billiri,26-Apr-14,2015-01,2500C,Copier Sale,WorkDay,3058800,7,Low
North East,Gombe,Billiri,26-Apr-14,2015-01,4055T,Parts,WorkDay,1515000,36,Medium
North East,Gombe,Billiri,26-Apr-14,2015-01,5001C,Service Plan,WorkDay,60360,22,Medium
North East,Gombe,Billiri,27-Apr-14,2015-01,3002C,Service Plan,WorkDay,2567760,11,Low
North East,Gombe,Billiri,28-Apr-14,2015-01,3002C,Parts,WorkDay,168960,57,High
North East,Gombe,Billiri,29-Apr-14,2015-01,4500C,Service Plan,WorkDay,9876960,55,High
North East,Gombe,Billiri,29-Apr-14,2015-01,5001P,Parts,WorkDay,82080,38,Medium
North East,Gombe,Billiri,30-Apr-14,2015-01,4500P,Service Plan,WorkDay,173160,28,Medium
North East,Gombe,Dukku,1-Apr-14,2015-01,2500P,Printer Sale,WorkDay,8064120,15,Low
North East,Gombe,Dukku,3-Apr-14,2015-01,4055T,Parts,WorkDay,1252560,59,High
North East,Gombe,Dukku,5-Apr-14,2015-01,4500C,Service Plan,WorkDay,18434760,93,High
North East,Gombe,Dukku,5-Apr-14,2015-01,5001C,Parts,WorkDay,221400,25,Medium
North East,Gombe,Dukku,8-Apr-14,2015-01,3002C,Service Plan,WorkDay,3019800,11,Low
North East,Gombe,Dukku,8-Apr-14,2015-01,3002P,Parts,WorkDay,2163000,39,Medium
North East,Gombe,Dukku,8-Apr-14,2015-01,3002P,Service Plan,WorkDay,12487440,45,Medium
North East,Gombe,Dukku,13-Apr-14,2015-01,2500C,Copier Sale,WorkDay,3576960,7,Low
North East,Gombe,Dukku,16-Apr-14,2015-01,5001P,Service Plan,WorkDay,1882800,8,Low
North East,Gombe,Dukku,17-Apr-14,2015-01,3002C,Parts,WorkDay,161640,46,Medium
North East,Gombe,Dukku,21-Apr-14,2015-01,5001P,Parts,Public Holiday,561360,55,High
North East,Gombe,Dukku,23-Apr-14,2015-01,4500P,Service Plan,WorkDay,272400,2,Low
North East,Gombe,Dukku,28-Apr-14,2015-01,5001C,Service Plan,WorkDay,258480,1,Low
North East,Gombe,Dukku,30-Apr-14,2015-01,3002P,Parts,WorkDay,21000,14,Low
North East,Gombe,Funakaye,6-Apr-14,2015-01,5001C,Parts,WorkDay,96000,12,Low
North East,Gombe,Funakaye,7-Apr-14,2015-01,4055T,Parts,WorkDay,94800,45,Medium
North East,Gombe,Funakaye,8-Apr-14,2015-01,4500P,Service Plan,WorkDay,489120,1,Low
North East,Gombe,Funakaye,10-Apr-14,2015-01,3002P,Service Plan,WorkDay,11004840,52,High
North East,Gombe,Funakaye,10-Apr-14,2015-01,4500C,Service Plan,WorkDay,14166360,84,High
North East,Gombe,Funakaye,12-Apr-14,2015-01,3002P,Parts,WorkDay,1479840,32,Medium
North East,Gombe,Funakaye,16-Apr-14,2015-01,5001C,Service Plan,WorkDay,35400,36,Medium
North East,Gombe,Funakaye,18-Apr-14,2015-01,2500C,Copier Sale,Public Holiday,3124200,7,Low
North East,Gombe,Funakaye,24-Apr-14,2015-01,3002C,Service Plan,WorkDay,4123560,26,Medium
North East,Gombe,Funakaye,27-Apr-14,2015-01,2500P,Printer Sale,WorkDay,6682920,13,Low
North East,Gombe,Funakaye,28-Apr-14,2015-01,5001P,Service Plan,WorkDay,481440,2,Low
North East,Gombe,Funakaye,30-Apr-14,2015-01,3002C,Parts,WorkDay,423960,71,High
North East,Taraba,Ardo Kola,1-Apr-14,2015-01,3002C,Service Plan,WorkDay,3003360,16,Low
North East,Taraba,Ardo Kola,4-Apr-14,2015-01,3002P,Service Plan,WorkDay,9782640,35,Medium
North East,Taraba,Ardo Kola,8-Apr-14,2015-01,2500P,Printer Sale,WorkDay,1849320,2,Low
North East,Taraba,Ardo Kola,9-Apr-14,2015-01,3002C,Parts,WorkDay,50160,24,Medium
North East,Taraba,Ardo Kola,10-Apr-14,2015-01,5001P,Parts,WorkDay,159000,38,Medium
North East,Taraba,Ardo Kola,14-Apr-14,2015-01,4055T,Parts,WorkDay,143400,59,High
North East,Taraba,Ardo Kola,16-Apr-14,2015-01,2500C,Copier Sale,WorkDay,2722800,6,Low
North East,Taraba,Ardo Kola,16-Apr-14,2015-01,5001C,Service Plan,WorkDay,27120,56,High
North East,Taraba,Ardo Kola,20-Apr-14,2015-01,4500C,Service Plan,Public Holiday,9413880,40,Medium
North East,Taraba,Ardo Kola,26-Apr-14,2015-01,5001P,Service Plan,WorkDay,431040,1,Low
North East,Taraba,Ardo Kola,27-Apr-14,2015-01,4500P,Service Plan,WorkDay,280560,1,Low
North East,Taraba,Ardo Kola,28-Apr-14,2015-01,3002P,Parts,WorkDay,1137960,49,Medium
North East,Taraba,Ardo Kola,30-Apr-14,2015-01,3002P,Parts,WorkDay,113160,52,High
North East,Taraba,Bali,1-Apr-14,2015-01,5001P,Parts,WorkDay,39240,28,Medium
North East,Taraba,Bali,2-Apr-14,2015-01,3002P,Parts,WorkDay,904560,17,Low
North East,Taraba,Bali,2-Apr-14,2015-01,5001C,Service Plan,WorkDay,120600,23,Medium
North East,Taraba,Bali,5-Apr-14,2015-01,3002P,Parts,WorkDay,61080,38,Medium
North East,Taraba,Bali,9-Apr-14,2015-01,4500C,Service Plan,WorkDay,6324960,31,Medium
North East,Taraba,Bali,11-Apr-14,2015-01,3002P,Service Plan,WorkDay,7137840,25,Medium
North East,Taraba,Bali,17-Apr-14,2015-01,5001P,Service Plan,WorkDay,353040,1,Low
North East,Taraba,Bali,18-Apr-14,2015-01,3002C,Parts,Public Holiday,276720,56,High
North East,Taraba,Bali,21-Apr-14,2015-01,3002C,Service Plan,Public Holiday,2588520,10,Low
North East,Taraba,Bali,22-Apr-14,2015-01,4055T,Parts,WorkDay,431400,14,Low
North East,Taraba,Bali,29-Apr-14,2015-01,2500P,Printer Sale,WorkDay,1685880,3,Low
North East,Taraba,Bali,30-Apr-14,2015-01,2500C,Copier Sale,WorkDay,2248680,5,Low
North East,Taraba,Donga,1-Apr-14,2015-01,5001C,Service Plan,WorkDay,512160,4,Low
North East,Taraba,Donga,10-Apr-14,2015-01,3002P,Service Plan,WorkDay,4352640,13,Low
North East,Taraba,Donga,13-Apr-14,2015-01,2500C,Copier Sale,WorkDay,1748880,5,Low
North East,Taraba,Donga,21-Apr-14,2015-01,3002P,Parts,Public Holiday,475560,57,High
North East,Taraba,Donga,25-Apr-14,2015-01,2500P,Printer Sale,WorkDay,1006800,1,Low
North East,Taraba,Donga,26-Apr-14,2015-01,4500C,Service Plan,WorkDay,6093000,36,Medium
North East,Taraba,Donga,27-Apr-14,2015-01,3002C,Service Plan,WorkDay,1031280,8,Low
North East,Taraba,Donga,30-Apr-14,2015-01,5001P,Service Plan,WorkDay,296280,1,Low
North East,Taraba,Gashaka,1-Apr-14,2015-01,3002C,Parts,WorkDay,318000,17,Low
North East,Taraba,Gashaka,6-Apr-14,2015-01,4500P,Service Plan,WorkDay,532080,2,Low
North East,Taraba,Gashaka,8-Apr-14,2015-01,3002P,Parts,WorkDay,1694520,44,Medium
North East,Taraba,Gashaka,12-Apr-14,2015-01,5001C,Service Plan,WorkDay,62280,37,Medium
North East,Taraba,Gashaka,13-Apr-14,2015-01,3002C,Service Plan,WorkDay,2334480,11,Low
North East,Taraba,Gashaka,15-Apr-14,2015-01,3002C,Parts,WorkDay,105600,37,Medium
North East,Taraba,Gashaka,15-Apr-14,2015-01,3002P,Parts,WorkDay,84480,56,High
North East,Taraba,Gashaka,16-Apr-14,2015-01,4500C,Service Plan,WorkDay,6573720,32,Medium
North East,Taraba,Gashaka,20-Apr-14,2015-01,2500C,Copier Sale,Public Holiday,3477240,7,Low
North East,Taraba,Gashaka,24-Apr-14,2015-01,3002P,Service Plan,WorkDay,10658880,40,Medium
North East,Taraba,Gashaka,25-Apr-14,2015-01,5001P,Service Plan,WorkDay,888600,2,Low
North East,Taraba,Gashaka,29-Apr-14,2015-01,2500P,Printer Sale,WorkDay,2298720,4,Low
North East,Taraba,Gashaka,29-Apr-14,2015-01,3002C,Parts,WorkDay,90000,33,Medium
North East,Taraba,Gashaka,29-Apr-14,2015-01,4055T,Parts,WorkDay,550920,49,Medium
North East,Taraba,Gassol,1-Apr-14,2015-01,3002P,Parts,WorkDay,474000,37,Medium
North East,Taraba,Gassol,2-Apr-14,2015-01,5001P,Service Plan,WorkDay,163800,52,High
North East,Taraba,Gassol,6-Apr-14,2015-01,2500P,Printer Sale,WorkDay,941280,1,Low
North East,Taraba,Gassol,7-Apr-14,2015-01,3002C,Parts,WorkDay,18720,46,Medium
North East,Taraba,Gassol,10-Apr-14,2015-01,4500C,Service Plan,WorkDay,9661200,39,Medium
North East,Taraba,Gassol,14-Apr-14,2015-01,3002C,Service Plan,WorkDay,2679720,14,Low
North East,Taraba,Gassol,19-Apr-14,2015-01,2500C,Copier Sale,Observance,1499760,6,Low
North East,Taraba,Gassol,19-Apr-14,2015-01,5001C,Service Plan,Observance,153840,2,Low
North East,Taraba,Gassol,22-Apr-14,2015-01,3002P,Service Plan,WorkDay,7423560,26,Medium
North East,Taraba,Gassol,27-Apr-14,2015-01,4055T,Parts,WorkDay,89880,27,Medium
North East,Taraba,Ibi,2-Apr-14,2015-01,4500C,Service Plan,WorkDay,4253760,27,Medium
North East,Taraba,Ibi,4-Apr-14,2015-01,3002C,Parts,WorkDay,8160,29,Medium
North East,Taraba,Ibi,6-Apr-14,2015-01,5001P,Service Plan,WorkDay,72120,17,Low
North East,Taraba,Ibi,8-Apr-14,2015-01,5001C,Service Plan,WorkDay,67680,22,Medium
North East,Taraba,Ibi,9-Apr-14,2015-01,3002P,Service Plan,WorkDay,3268560,16,Low
North East,Taraba,Ibi,15-Apr-14,2015-01,3002C,Service Plan,WorkDay,1179840,4,Low
North East,Taraba,Ibi,21-Apr-14,2015-01,2500C,Copier Sale,Public Holiday,660240,2,Low
North East,Taraba,Ibi,29-Apr-14,2015-01,3002P,Parts,WorkDay,208680,55,High
North East,Taraba,Ibi,30-Apr-14,2015-01,2500P,Printer Sale,WorkDay,414360,27,Medium
North East,Taraba,Ibi,30-Apr-14,2015-01,4055T,Parts,WorkDay,39600,25,Medium
North East,Taraba,Jalingo,3-Apr-14,2015-01,2500P,Printer Sale,WorkDay,1712160,2,Low
North East,Taraba,Jalingo,3-Apr-14,2015-01,5001C,Parts,WorkDay,181680,52,High
North East,Taraba,Jalingo,4-Apr-14,2015-01,5001C,Service Plan,WorkDay,304680,1,Low
North East,Taraba,Jalingo,5-Apr-14,2015-01,3002P,Parts,WorkDay,41400,20,Low
North East,Taraba,Jalingo,6-Apr-14,2015-01,3002P,Parts,WorkDay,281040,25,Medium
North East,Taraba,Jalingo,7-Apr-14,2015-01,4500C,Service Plan,WorkDay,8121480,34,Medium
North East,Taraba,Jalingo,8-Apr-14,2015-01,3002C,Parts,WorkDay,144600,12,Low
North East,Taraba,Jalingo,11-Apr-14,2015-01,3002P,Service Plan,WorkDay,8826000,26,Medium
North East,Taraba,Jalingo,13-Apr-14,2015-01,3002C,Service Plan,WorkDay,3129000,12,Low
North East,Taraba,Jalingo,19-Apr-14,2015-01,2500C,Copier Sale,Observance,2573400,6,Low
North East,Taraba,Jalingo,19-Apr-14,2015-01,5001P,Service Plan,Observance,256320,2,Low
North East,Taraba,Jalingo,24-Apr-14,2015-01,4055T,Parts,WorkDay,84000,58,High
North East,Taraba,Jalingo,26-Apr-14,2015-01,3002C,Parts,WorkDay,578400,13,Low
North East,Taraba,Karim Lamido,12-Apr-14,2015-01,3002C,Service Plan,WorkDay,4111680,25,Medium
North East,Taraba,Karim Lamido,12-Apr-14,2015-01,3002P,Parts,WorkDay,1391160,59,High
North East,Taraba,Karim Lamido,13-Apr-14,2015-01,2500C,Copier Sale,WorkDay,6078720,17,Low
North East,Taraba,Karim Lamido,14-Apr-14,2015-01,4055T,Parts,WorkDay,1406400,53,High
North East,Taraba,Karim Lamido,16-Apr-14,2015-01,5001C,Service Plan,WorkDay,293400,2,Low
North East,Taraba,Karim Lamido,19-Apr-14,2015-01,3002C,Parts,Observance,78840,13,Low
North East,Taraba,Karim Lamido,22-Apr-14,2015-01,3002P,Service Plan,WorkDay,16562520,59,High
North East,Taraba,Karim Lamido,23-Apr-14,2015-01,2500P,Printer Sale,WorkDay,4098720,9,Low
North East,Taraba,Karim Lamido,24-Apr-14,2015-01,3002C,Parts,WorkDay,453000,27,Medium
North East,Taraba,Karim Lamido,26-Apr-14,2015-01,4500C,Service Plan,WorkDay,15085320,52,High
North East,Taraba,Karim Lamido,27-Apr-14,2015-01,5001C,Parts,WorkDay,400200,43,Medium
North East,Taraba,Karim Lamido,30-Apr-14,2015-01,5001C,Parts,WorkDay,25920,22,Medium
North East,Taraba,Karim Lamido,30-Apr-14,2015-01,5001P,Service Plan,WorkDay,1005960,4,Low
North East,Yobe,Bade,2-Apr-14,2015-01,5001P,Service Plan,WorkDay,297480,1,Low
North East,Yobe,Bade,3-Apr-14,2015-01,2500C,Copier Sale,WorkDay,1907280,8,Low
North East,Yobe,Bade,3-Apr-14,2015-01,5001C,Service Plan,WorkDay,42240,28,Medium
North East,Yobe,Bade,8-Apr-14,2015-01,3002P,Parts,WorkDay,317760,36,Medium
North East,Yobe,Bade,13-Apr-14,2015-01,2500P,Printer Sale,WorkDay,1111320,2,Low
North East,Yobe,Bade,13-Apr-14,2015-01,4500P,Service Plan,WorkDay,613560,1,Low
North East,Yobe,Bade,20-Apr-14,2015-01,3002P,Service Plan,Public Holiday,3433200,11,Low
North East,Yobe,Bade,22-Apr-14,2015-01,3002C,Parts,WorkDay,65160,26,Medium
North East,Yobe,Bade,27-Apr-14,2015-01,3002C,Service Plan,WorkDay,1116480,7,Low
North East,Yobe,Bade,29-Apr-14,2015-01,4500C,Service Plan,WorkDay,2180640,15,Low
North East,Yobe,Bursari,1-Apr-14,2015-01,3002P,Service Plan,WorkDay,6961200,26,Medium
North East,Yobe,Bursari,2-Apr-14,2015-01,4055T,Parts,WorkDay,787800,11,Low
North East,Yobe,Bursari,4-Apr-14,2015-01,2500P,Printer Sale,WorkDay,3091800,7,Low
North East,Yobe,Bursari,5-Apr-14,2015-01,3002C,Service Plan,WorkDay,1641600,9,Low
North East,Yobe,Bursari,5-Apr-14,2015-01,5001C,Parts,WorkDay,29040,54,High
North East,Yobe,Bursari,9-Apr-14,2015-01,3002P,Parts,WorkDay,224880,26,Medium
North East,Yobe,Bursari,10-Apr-14,2015-01,3002P,Parts,WorkDay,1209600,25,Medium
North East,Yobe,Bursari,15-Apr-14,2015-01,5001C,Service Plan,WorkDay,111000,58,High
North East,Yobe,Bursari,21-Apr-14,2015-01,2500C,Copier Sale,Public Holiday,3728640,9,Low
North East,Yobe,Bursari,25-Apr-14,2015-01,4500C,Service Plan,WorkDay,7389240,44,Medium
North East,Yobe,Bursari,25-Apr-14,2015-01,5001P,Service Plan,WorkDay,938400,4,Low
North East,Yobe,Bursari,30-Apr-14,2015-01,3002C,Parts,WorkDay,1013280,52,High
North East,Yobe,Damaturu,1-Apr-14,2015-01,3002P,Parts,WorkDay,1177200,21,Medium
North East,Yobe,Damaturu,4-Apr-14,2015-01,3002C,Parts,WorkDay,41520,53,High
North East,Yobe,Damaturu,4-Apr-14,2015-01,3002P,Parts,WorkDay,118560,29,Medium
North East,Yobe,Damaturu,5-Apr-14,2015-01,5001C,Service Plan,WorkDay,144240,1,Low
North East,Yobe,Damaturu,8-Apr-14,2015-01,5001P,Service Plan,WorkDay,831600,2,Low
North East,Yobe,Damaturu,10-Apr-14,2015-01,3002P,Service Plan,WorkDay,6073440,26,Medium
North East,Yobe,Damaturu,11-Apr-14,2015-01,4055T,Parts,WorkDay,203280,47,Medium
North East,Yobe,Damaturu,15-Apr-14,2015-01,2500C,Copier Sale,WorkDay,1750920,5,Low
North East,Yobe,Damaturu,17-Apr-14,2015-01,3002C,Parts,WorkDay,15720,19,Low
North East,Yobe,Damaturu,21-Apr-14,2015-01,3002C,Service Plan,Public Holiday,1228440,5,Low
North East,Yobe,Damaturu,22-Apr-14,2015-01,2500P,Printer Sale,WorkDay,2144520,2,Low
North East,Yobe,Damaturu,29-Apr-14,2015-01,4500C,Service Plan,WorkDay,1856760,11,Low
North East,Yobe,Fika,3-Apr-14,2015-01,4500P,Service Plan,WorkDay,98880,37,Medium
North East,Yobe,Fika,11-Apr-14,2015-01,3002C,Service Plan,WorkDay,2584800,14,Low
North East,Yobe,Fika,12-Apr-14,2015-01,3002C,Parts,WorkDay,156000,50,Medium
North East,Yobe,Fika,15-Apr-14,2015-01,4500C,Service Plan,WorkDay,3712680,26,Medium
North East,Yobe,Fika,16-Apr-14,2015-01,3002P,Parts,WorkDay,1211880,29,Medium
North East,Yobe,Fika,16-Apr-14,2015-01,3002P,Service Plan,WorkDay,9660840,46,Medium
North East,Yobe,Fika,16-Apr-14,2015-01,4055T,Parts,WorkDay,239520,46,Medium
North East,Yobe,Fika,17-Apr-14,2015-01,2500P,Printer Sale,WorkDay,2942400,3,Low
North East,Yobe,Fika,17-Apr-14,2015-01,5001C,Parts,WorkDay,69000,56,High
North East,Yobe,Fika,20-Apr-14,2015-01,5001C,Service Plan,Public Holiday,29160,34,Medium
North East,Yobe,Fika,23-Apr-14,2015-01,3002C,Parts,WorkDay,108240,29,Medium
North East,Yobe,Fika,25-Apr-14,2015-01,2500C,Copier Sale,WorkDay,1290360,4,Low
North East,Yobe,Fika,30-Apr-14,2015-01,5001P,Service Plan,WorkDay,282240,2,Low
North East,Yobe,Fune,4-Apr-14,2015-01,3002C,Parts,WorkDay,100320,55,High
North East,Yobe,Fune,7-Apr-14,2015-01,3002P,Service Plan,WorkDay,6098400,21,Medium
North East,Yobe,Fune,10-Apr-14,2015-01,3002P,Parts,WorkDay,50760,51,High
North East,Yobe,Fune,10-Apr-14,2015-01,5001C,Service Plan,WorkDay,36120,53,High
North East,Yobe,Fune,10-Apr-14,2015-01,5001P,Service Plan,WorkDay,745920,4,Low
North East,Yobe,Fune,14-Apr-14,2015-01,3002C,Service Plan,WorkDay,2009760,7,Low
